182,Open Air Rucha Rock,24.07.15,24.07.15,46.863536,8.772502,www.ruchenrock.ch,Unterschachen,4
183,Festival International de cor des Alpes,24.07.15,26.07.15,46.182139,7.304288,www.nendazcordesalpes.ch,Haute-Nendaz,4
184,16eme edition de Luci e Ombre,24.07.15,26.07.15,46.168046,8.789701,http://www.ascona-locarno.com,Locarno,4
185,Vercojazz,24.07.15,26.07.15,46.257407,7.530588,www.vercojazz.ch,Vercorin,4
186,Seenachtsfest Spiez,25.07.15,25.07.15,46.68476,7.674592,www.seenachtsfest-spiez.ch,Spiez,4
187,Festival de musique  Im Fluss ,28.07.15,15.08.15,47.567126,7.599953,http://www.imfluss.ch,Basel,4
188,Estivale Open Air,30.07.15,02.08.15,46.846925,6.849106,www.estivale.ch,Estavayer-le-Lac,4
189,75ieme Engadin Festival,30.07.15,15.08.15,46.494851,9.836819,http://www.engadinfestival.ch,St. Moritz,4
190,Festi Val d Anniviers,31.07.15,02.08.15,46.178166,7.579418,www.grimentz.ch,Grimentz,4
191,Piano a St-Ursanne,02.08.15,12.08.15,47.364542,7.159573,http://www.crescendo- jura.ch/CMS/default.asp?ID=271,St-Ursanne,4
192,Buskers Festival de musique de rue,06.08.15,08.08.15,46.948577,7.446368,www.buskersbern.ch,Bern,4
193,"Schubertiade Sion : Carte blanche a l Academie de Musique Tibor Varga, Sion",07.08.15,07.08.15,46.229424,7.36166,http://agenda.culturevalais.ch/fr/event/s how/6259,Sion,4
194,Le festival de rock du lac de Brienz,07.08.15,09.08.15,46.75696,8.031047,www.brienzerseerockfestival.ch,Brienz BE,4
195,Seenachtsfest Rapperswil-Jona,07.08.15,09.08.15,47.22595,8.818753,http://www.seenachtfest-rj.ch/,Rapperswil SG,4
196,Rock Oz Arenes,12.08.15,16.08.15,46.87957,7.041798,www.rockozarenes.com,Avenches,4
197,Festival Estivales musicales 2015,13.08.15,22.08.15,47.240536,7.339327,http://www.estivales-musicales.com/,Court,4
198,Alpentone,14.08.15,14.08.15,46.878194,8.642856,www.alpentoene.ch,Altdorf UR,4
199,Semaine internationale de piano et de musique de chambre,14.08.15,22.08.15,46.473296,6.878139,www.sipiano.com,St-Legier-La Chiesaz,4
200,Le Sion Festival,14.08.15,30.08.15,46.229424,7.36166,http://agenda.culturevalais.ch/fr/event/s how/6146,Sion,4
201,Lucerne Festival en ete,14.08.15,13.09.15,47.050778,8.306681,www.lucernefestival.ch,Luzern,4
202,Jazz Night Zug 2015,20.08.15,20.08.15,47.174745,8.51383,www.zug-tourismus.ch,Zug,4
204,Em Bebbi sy Jazz,21.08.15,21.08.15,47.567126,7.599953,http://www.embebbisyjazz.ch,Basel,4
205,Royal Arena Festival / Hip Hop Festival,21.08.15,22.08.15,47.139221,7.306898,www.royalarena.ch,Orpund,4
206,Festival de Coire,21.08.15,23.08.15,46.857641,9.528013,http://www.chur.ch/de/kulturundfreizeit/v eranstaltungskalender/,Chur,4
207,Le Festival des Artistes de Rue,21.08.15,23.08.15,46.462977,6.842546,www.artistesderue.ch,Vevey,4
208,Concours International de Piano Clara Haskil,21.08.15,29.08.15,46.462977,6.842546,www.clara-haskil.ch,Vevey,4
209,Variations Musicales de Tannay,22.08.15,30.08.15,46.308864,6.178077,www.musicales-tannay.ch,Tannay,4
210,Rencontre de cors des Alpes.,23.08.15,23.08.15,46.694091,7.776106,www.beatenbergtourismus.ch,Beatenberg,4
211,Atelier de musique ancienne,23.08.15,30.08.15,46.582484,7.07393,www.anselmus.ch,Gruyeres,4
212,Septembre Musical,27.08.15,10.09.15,46.436628,6.91313,www.septmus.ch,Montreux,4
213,Tango au chateau,29.08.15,29.08.15,46.420349,6.929531,http://www.tangobello.ch/,Veytaux,4
214,Street Parade / le plus grand evenement techno du monde a Zurich,29.08.15,29.08.15,47.370712,8.538775,www.streetparade.com,Zurich,4
215,"Football. Foi, amour, esperance.",01.07.15,01.07.15,47.567126,7.599953,http://hmb.ch/de/sonderausstellungen/Vorschau.html,Basel,5
216,De Cezanne a Richter. Chefs-d oevre du Kunstmuseum Basel,01.07.15,01.07.15,47.567126,7.599953,http://www.kunstmuseumbasel.ch/de/au sstellungen/vorschau/cezanne-bis- richter/,Basel,5
217,Martin Boyce,01.07.15,01.07.15,47.567126,7.599953,http://www.kunstmuseumbasel.ch/de/au sstellungen/vorschau/martin-boyce/,Basel,5
218,Frank Stella. Peintures & Dessins,01.07.15,01.07.15,47.567126,7.599953,http://www.kunstmuseumbasel.ch/de/au sstellungen/vorschau/frank-stella/,Basel,5
219,Lac Sensible,02.07.15,29.10.15,46.383239,6.233879,www.museeduleman.ch,Nyon,5
220,Zoo-Nights,03.07.15,04.07.15,47.567126,7.599953,http://www.zoobasel.ch,Basel,5
222,Lilibiggs-festivals pour enfants,11.07.15,12.07.15,46.561037,7.892308,http://www.lilibiggs-kinder-festivals.ch/spielorte/Muerren-4.html,Murren,5
223,"SlowUp La Gruyere, fete populaire sans trafic motorise",12.07.15,12.07.15,46.582484,7.07393,www.slowup-gruyere.ch,Gruyeres,5
224,Harley Days Chez les Helvetes,13.07.15,13.07.15,46.178259,6.871849,www.champery.ch,Champery,5
225,Ouverture du Cabane du hornli | Base Camp Matterhorn,14.07.15,14.07.15,46.018248,7.746751,http://www.hoernlihuette.ch/home.html,Zermatt,5
226, Be our guest ,15.07.15,15.07.15,46.018248,7.746751,www.zermatt.ch/150,Zermatt,5
229,Marche Artisanal de Vissoie,18.07.15,19.07.15,46.216404,7.586136,www.anniviers.ch,Vissoie,5
230,Balade Gourmande de Vully-les-Lacs,19.07.15,19.07.15,46.920724,7.01829,www.balade-gourmande-vully.ch,Salavaux,5
232,Rassemblement de motos,24.07.15,26.07.15,46.260546,7.463253,http://www.condroz-pigs.ch/_index.php?lng=FR&soc=0&body=1&news=-1&nbnews=0&expo=-1&nbExpo=0&actu=-1&nbActu=0,Granges VS,5
233,20e Concours hippique festival,31.07.15,02.08.15,46.494851,9.836819,http://www.stmoritz.ch,St. Moritz,5
234,15eme Fete du Vin,07.08.15,07.08.15,46.178259,6.871849,www.champery.ch,Champery,5
236,25e Edition de la Nuit des Etoiles,08.08.15,08.08.15,46.514844,6.492207,www.astrac.ch,Morges,5
237,17eme festival international des sculptures de sable,08.08.15,06.09.15,47.473947,9.494503,www.sandskulpturen.ch,Rorschach,5
239,Tirage,14.08.15,17.08.15,46.82151,6.935705,www.tirage.ch,Payerne,5
241,Mi-ete d Isenau,16.08.15,16.08.15,46.351129,7.155109,www.diablerets.ch,Les Diablerets,5
242,Le Venoge Festival,20.08.15,22.08.15,46.613798,6.529355,www.coolhisse.ch,Penthalaz,5
244,Brocante de Rive,22.08.15,23.08.15,46.383239,6.233879,www.quartierderive.ch,Nyon,5
246,Fete de la Prehistoire,23.08.15,23.08.15,46.895071,6.936338,www.village-lacustre.ch,Gletterens,5
247,Ecovillage,27.08.15,27.08.15,46.351129,7.155109,http://www.eco-villages.ch,Les Diablerets,5
249,Journees photographiques de Bienne,28.08.15,20.09.15,47.139589,7.24303,www.bielerfototage.ch,Biel / Bienne,5
252,Vevey Retro,29.08.15,30.08.15,46.462977,6.842546,www.veveyretro.ch,Vevey,5
